visitID,siteID,plotID,projectID,dateVisit,observerVisit,participantEngagement,encounteredBirds,netHours,notesVisit
ROSNEDWMA1_2015-06-01,ROSNEDWMA1,NA,nn,2015-06-01,NA,NA,NA,NA,NA
ANDEBRUPA1_2015-06-01,ANDEBRUPA1,NA,nn,2015-06-01,NA,NA,NA,NA,NA
HANDLINPA1_2015-06-01,HANDLINPA1,NA,nn,2015-06-01,NA,NA,NA,NA,NA
FULLPAMFL1_2015-06-01,FULLPAMFL1,NA,nn,2015-06-01,NA,NA,NA,NA,NA
PRESPENFL1_2015-06-01,PRESPENFL1,NA,nn,2015-06-01,NA,NA,NA,NA,NA
HERRJAYFL1_2015-06-01,HERRJAYFL1,NA,nn,2015-06-01,NA,NA,NA,NA,NA
DIMMDIAGA1_2015-06-02,DIMMDIAGA1,NA,nn,2015-06-02,NA,NA,NA,NA,NA
WILLMARGA1_2015-06-02,WILLMARGA1,NA,nn,2015-06-02,NA,NA,NA,NA,NA
FORESESMD1_2015-06-02,FORESESMD1,NA,nn,2015-06-02,NA,NA,NA,NA,NA
HANSAMYNC1_2015-06-02,HANSAMYNC1,NA,nn,2015-06-02,NA,NA,NA,NA,NA
STEMMSMA1_2015-06-02,STEMMSMA1,NA,nn,2015-06-02,NA,NA,NA,NA,NA
SORECLYNC1_2015-06-02,SORECLYNC1,NA,nn,2015-06-02,NA,NA,NA,NA,NA
MCAUTEDPA1_2015-06-02,MCAUTEDPA1,NA,nn,2015-06-02,NA,NA,NA,NA,NA
SCHLJOYPA1_2015-06-02,SCHLJOYPA1,NA,nn,2015-06-02,NA,NA,NA,NA,NA
MARRPETMD2_2015-06-02,MARRPETMD2,NA,nn,2015-06-02,NA,NA,NA,NA,NA
DAYLAUFL1_2015-06-02,DAYLAUFL1,NA,nn,2015-06-02,NA,NA,NA,NA,NA
JOHNSCOGA1_2015-06-03,JOHNSCOGA1,NA,nn,2015-06-03,NA,NA,NA,NA,NA
PATTPARMD1_2015-06-03,PATTPARMD1,NA,nn,2015-06-03,NA,NA,NA,NA,NA
CASTTOMNC1_2015-06-03,CASTTOMNC1,NA,nn,2015-06-03,NA,NA,NA,NA,NA
PRANSABMA1_2015-06-03,PRANSABMA1,NA,nn,2015-06-03,NA,NA,NA,NA,NA
FORDSUSMA1_2015-06-03,FORDSUSMA1,NA,nn,2015-06-03,NA,NA,NA,NA,NA
BECIBARPA1_2015-06-03,BECIBARPA1,NA,nn,2015-06-03,NA,NA,NA,NA,NA
BERGANDPA1_2015-06-03,BERGANDPA1,NA,nn,2015-06-03,NA,NA,NA,NA,NA
BARTTARPA1_2015-06-03,BARTTARPA1,NA,nn,2015-06-03,NA,NA,NA,NA,NA
HALLGRAFL1_2015-06-03,HALLGRAFL1,NA,nn,2015-06-03,NA,NA,NA,NA,NA
BAKEBONGA1_2015-06-04,BAKEBONGA1,NA,nn,2015-06-04,NA,NA,NA,NA,NA
FUTCROBGA1_2015-06-04,FUTCROBGA1,NA,nn,2015-06-04,NA,NA,NA,NA,NA
CAPITCSDC1_2015-06-04,CAPITCSDC1,NA,nn,2015-06-04,NA,NA,NA,NA,NA
COLLJUDNC1_2015-06-04,COLLJUDNC1,NA,nn,2015-06-04,NA,NA,NA,NA,NA
BURGRENNC1_2015-06-04,BURGRENNC1,NA,nn,2015-06-04,NA,NA,NA,NA,NA
TAMBJUDMA1_2015-06-04,TAMBJUDMA1,NA,nn,2015-06-04,NA,NA,NA,NA,NA
DAMIMARPA1_2015-06-04,DAMIMARPA1,NA,nn,2015-06-04,NA,NA,NA,NA,NA
WOLFMELPA1_2015-06-04,WOLFMELPA1,NA,nn,2015-06-04,NA,NA,NA,NA,NA
RIVEPATGA2_2015-06-05,RIVEPATGA2,NA,nn,2015-06-05,NA,NA,NA,NA,NA
BINKJAMGA1_2015-06-05,BINKJAMGA1,NA,nn,2015-06-05,NA,NA,NA,NA,NA
PATTPARMD1_2015-06-05,PATTPARMD1,NA,nn,2015-06-05,NA,NA,NA,NA,NA
JAKUSTEMA1_2015-06-05,JAKUSTEMA1,NA,nn,2015-06-05,NA,NA,NA,NA,NA
GAIEMELMA1_2015-06-05,GAIEMELMA1,NA,nn,2015-06-05,NA,NA,NA,NA,NA
DURBLAUNC1_2015-06-05,DURBLAUNC1,NA,nn,2015-06-05,NA,NA,NA,NA,NA
GALVLIBPA1_2015-06-05,GALVLIBPA1,NA,nn,2015-06-05,NA,NA,NA,NA,NA
MADJDAVPA1_2015-06-05,MADJDAVPA1,NA,nn,2015-06-05,NA,NA,NA,NA,NA
JOHNMIKNC1_2015-06-05,JOHNMIKNC1,NA,nn,2015-06-05,NA,NA,NA,NA,NA
MILLKARFL1_2015-06-05,MILLKARFL1,NA,nn,2015-06-05,NA,NA,NA,NA,NA
STEPMARGA1_2015-06-06,STEPMARGA1,NA,nn,2015-06-06,NA,NA,NA,NA,NA
COLSKATMD1_2015-06-06,COLSKATMD1,NA,nn,2015-06-06,NA,NA,NA,NA,NA
DELUBILMA1_2015-06-06,DELUBILMA1,NA,nn,2015-06-06,NA,NA,NA,NA,NA
WOUKKARNC1_2015-06-06,WOUKKARNC1,NA,nn,2015-06-06,NA,NA,NA,NA,NA
BRADVALGA1_2015-06-06,BRADVALGA1,NA,nn,2015-06-06,NA,NA,NA,NA,NA
NAYLMICMD2_2015-06-06,NAYLMICMD2,NA,nn,2015-06-06,NA,NA,NA,NA,NA
DICKSUSPA1_2015-06-06,DICKSUSPA1,NA,nn,2015-06-06,NA,NA,NA,NA,NA
MCCABARGA1_2015-06-07,MCCABARGA1,NA,nn,2015-06-07,NA,NA,NA,NA,NA
KAMILEIVA1_2015-06-07,KAMILEIVA1,NA,nn,2015-06-07,NA,NA,NA,NA,NA
WIDESTAPA1_2015-06-07,WIDESTAPA1,NA,nn,2015-06-07,NA,NA,NA,NA,NA
GERWJOHNC1_2015-06-07,GERWJOHNC1,NA,nn,2015-06-07,NA,NA,NA,NA,NA
VALLMEGMA1_2015-06-07,VALLMEGMA1,NA,nn,2015-06-07,NA,NA,NA,NA,NA
TRAUPATVA2_2015-06-07,TRAUPATVA2,NA,nn,2015-06-07,NA,NA,NA,NA,NA
FOYLDONPA1_2015-06-07,FOYLDONPA1,NA,nn,2015-06-07,NA,NA,NA,NA,NA
HANDLINPA1_2015-06-07,HANDLINPA1,NA,nn,2015-06-07,NA,NA,NA,NA,NA
GRANIANFL1_2015-06-07,GRANIANFL1,NA,nn,2015-06-07,NA,NA,NA,NA,NA
KOWAELIFL1_2015-06-07,KOWAELIFL1,NA,nn,2015-06-07,NA,NA,NA,NA,NA
SCHIMARMD1_2015-06-08,SCHIMARMD1,NA,nn,2015-06-08,NA,NA,NA,NA,NA
JEWELIBMD1_2015-06-08,JEWELIBMD1,NA,nn,2015-06-08,NA,NA,NA,NA,NA
WHEEJENNC1_2015-06-08,WHEEJENNC1,NA,nn,2015-06-08,NA,NA,NA,NA,NA
SPRINRSMA1_2015-06-08,SPRINRSMA1,NA,nn,2015-06-08,NA,NA,NA,NA,NA
CAUSSUSMD1_2015-06-08,CAUSSUSMD1,NA,nn,2015-06-08,NA,NA,NA,NA,NA
MOLIKARMD1_2015-06-08,MOLIKARMD1,NA,nn,2015-06-08,NA,NA,NA,NA,NA
ALCACHLPA1_2015-06-08,ALCACHLPA1,NA,nn,2015-06-08,NA,NA,NA,NA,NA
HALLJENMA1_2015-06-08,HALLJENMA1,NA,nn,2015-06-08,NA,NA,NA,NA,NA
BELMNIKGA1_2015-06-08,BELMNIKGA1,NA,nn,2015-06-08,NA,NA,NA,NA,NA
HOUSEPREFL1_2015-06-08,HOUSEPREFL1,NA,nn,2015-06-08,NA,NA,NA,NA,NA
COOKGLOGA1_2015-06-09,COOKGLOGA1,NA,nn,2015-06-09,NA,NA,NA,NA,NA
ODELVINMD2_2015-06-09,ODELVINMD2,NA,nn,2015-06-09,NA,NA,NA,NA,NA
YODELAUPA1_2015-06-09,YODELAUPA1,NA,nn,2015-06-09,NA,NA,NA,NA,NA
ZEPHPATMA1_2015-06-09,ZEPHPATMA1,NA,nn,2015-06-09,NA,NA,NA,NA,NA
MULLJOYVA1_2015-06-09,MULLJOYVA1,NA,nn,2015-06-09,NA,NA,NA,NA,NA
KARALIZNC1_2015-06-09,KARALIZNC1,NA,nn,2015-06-09,NA,NA,NA,NA,NA
WILLCAINC1_2015-06-09,WILLCAINC1,NA,nn,2015-06-09,NA,NA,NA,NA,NA
GERBGIGPA1_2015-06-09,GERBGIGPA1,NA,nn,2015-06-09,NA,NA,NA,NA,NA
DEMAMARPA1_2015-06-09,DEMAMARPA1,NA,nn,2015-06-09,NA,NA,NA,NA,NA
GALLTERMD1_2015-06-09,GALLTERMD1,NA,nn,2015-06-09,NA,NA,NA,NA,NA
SARUANJGA1_2015-06-10,SARUANJGA1,NA,nn,2015-06-10,NA,NA,NA,NA,NA
STRAELEGA1_2015-06-10,STRAELEGA1,NA,nn,2015-06-10,NA,NA,NA,NA,NA
BANCRESDC1_2015-06-10,BANCRESDC1,NA,nn,2015-06-10,NA,NA,NA,NA,NA
MILLJOEMD1_2015-06-10,MILLJOEMD1,NA,nn,2015-06-10,NA,NA,NA,NA,NA
WISECELMD1_2015-06-10,WISECELMD1,NA,nn,2015-06-10,NA,NA,NA,NA,NA
AUSTCLANC1_2015-06-10,AUSTCLANC1,NA,nn,2015-06-10,NA,NA,NA,NA,NA
SHEAMARMA1_2015-06-10,SHEAMARMA1,NA,nn,2015-06-10,NA,NA,NA,NA,NA
MULLJOYVA1_2015-06-10,MULLJOYVA1,NA,nn,2015-06-10,NA,NA,NA,NA,NA
GECACARVA1_2015-06-10,GECACARVA1,NA,nn,2015-06-10,NA,NA,NA,NA,NA
MARTJUAMA1_2015-06-10,MARTJUAMA1,NA,nn,2015-06-10,NA,NA,NA,NA,NA
VIDIJULPA1_2015-06-10,VIDIJULPA1,NA,nn,2015-06-10,NA,NA,NA,NA,NA
NIKODONPA1_2015-06-10,NIKODONPA1,NA,nn,2015-06-10,NA,NA,NA,NA,NA
SIMPEDWNC1_2015-06-10,SIMPEDWNC1,NA,nn,2015-06-10,NA,NA,NA,NA,NA
PLACGIRFL1_2015-06-10,PLACGIRFL1,NA,nn,2015-06-10,NA,NA,NA,NA,NA
JAMESESVA1_2015-06-11,JAMESESVA1,NA,nn,2015-06-11,NA,NA,NA,NA,NA
THERLARMA1_2015-06-11,THERLARMA1,NA,nn,2015-06-11,NA,NA,NA,NA,NA
COTTVANNC1_2015-06-11,COTTVANNC1,NA,nn,2015-06-11,NA,NA,NA,NA,NA
CALLEVEMA1_2015-06-11,CALLEVEMA1,NA,nn,2015-06-11,NA,NA,NA,NA,NA
HAUSJIMPA1_2015-06-11,HAUSJIMPA1,NA,nn,2015-06-11,NA,NA,NA,NA,NA
LIEBJUDMD1_2015-06-11,LIEBJUDMD1,NA,nn,2015-06-11,NA,NA,NA,NA,NA
BROANANNC1_2015-06-11,BROANANNC1,NA,nn,2015-06-11,NA,NA,NA,NA,NA
STACTIMPA1_2015-06-11,STACTIMPA1,NA,nn,2015-06-11,NA,NA,NA,NA,NA
HOUSJONGA1_2015-06-12,HOUSJONGA1,NA,nn,2015-06-12,NA,NA,NA,NA,NA
BLANBETMD1_2015-06-12,BLANBETMD1,NA,nn,2015-06-12,NA,NA,NA,NA,NA
LATHJANMA1_2015-06-12,LATHJANMA1,NA,nn,2015-06-12,NA,NA,NA,NA,NA
MINNJEAPA1_2015-06-12,MINNJEAPA1,NA,nn,2015-06-12,NA,NA,NA,NA,NA
MATISHAPA1_2015-06-12,MATISHAPA1,NA,nn,2015-06-12,NA,NA,NA,NA,NA
MARRPETMD2_2015-06-12,MARRPETMD2,NA,nn,2015-06-12,NA,NA,NA,NA,NA
CHURCARFL1_2015-06-12,CHURCARFL1,NA,nn,2015-06-12,NA,NA,NA,NA,NA
WILLRAJMD1_2015-06-13,WILLRAJMD1,NA,nn,2015-06-13,NA,NA,NA,NA,NA
ALBEJOAPA1_2015-06-13,ALBEJOAPA1,NA,nn,2015-06-13,NA,NA,NA,NA,NA
WILLAMBNC1_2015-06-13,WILLAMBNC1,NA,nn,2015-06-13,NA,NA,NA,NA,NA
PAGEALLMA1_2015-06-13,PAGEALLMA1,NA,nn,2015-06-13,NA,NA,NA,NA,NA
MEGOPATMD2_2015-06-13,MEGOPATMD2,NA,nn,2015-06-13,NA,NA,NA,NA,NA
MERIMARMA1_2015-06-13,MERIMARMA1,NA,nn,2015-06-13,NA,NA,NA,NA,NA
MOSMCARMD1_2015-06-13,MOSMCARMD1,NA,nn,2015-06-13,NA,NA,NA,NA,NA
SANFTIFNC1_2015-06-13,SANFTIFNC1,NA,nn,2015-06-13,NA,NA,NA,NA,NA
DONLEDPA1_2015-06-13,DONLEDPA1,NA,nn,2015-06-13,NA,NA,NA,NA,NA
MANEXXXFL1_2015-06-13,MANEXXXFL1,NA,nn,2015-06-13,NA,NA,NA,NA,NA
DUKTJOHGA1_2015-06-14,DUKTJOHGA1,NA,nn,2015-06-14,NA,NA,NA,NA,NA
LATTSTEPA1_2015-06-14,LATTSTEPA1,NA,nn,2015-06-14,NA,NA,NA,NA,NA
AMANDRUPA1_2015-06-14,AMANDRUPA1,NA,nn,2015-06-14,NA,NA,NA,NA,NA
TOSCPAMMA1_2015-06-14,TOSCPAMMA1,NA,nn,2015-06-14,NA,NA,NA,NA,NA
WILDSIEMA1_2015-06-14,WILDSIEMA1,NA,nn,2015-06-14,NA,NA,NA,NA,NA
HANDLINPA1_2015-06-14,HANDLINPA1,NA,nn,2015-06-14,NA,NA,NA,NA,NA
ROSETRANC1_2015-06-14,ROSETRANC1,NA,nn,2015-06-14,NA,NA,NA,NA,NA
BAILEESVA1_2015-06-15,BAILEESVA1,NA,nn,2015-06-15,NA,NA,NA,NA,NA
MCCODINNC1_2015-06-15,MCCODINNC1,NA,nn,2015-06-15,NA,NA,NA,NA,NA
BACHMARNC1_2015-06-15,BACHMARNC1,NA,nn,2015-06-15,NA,NA,NA,NA,NA
RAUNERIMD2_2015-06-15,RAUNERIMD2,NA,nn,2015-06-15,NA,NA,NA,NA,NA
WEISDONPA1_2015-06-15,WEISDONPA1,NA,nn,2015-06-15,NA,NA,NA,NA,NA
KOTCMELGA1_2015-06-16,KOTCMELGA1,NA,nn,2015-06-16,NA,NA,NA,NA,NA
BOONGREMD1_2015-06-16,BOONGREMD1,NA,nn,2015-06-16,NA,NA,NA,NA,NA
HENRJAYNC1_2015-06-16,HENRJAYNC1,NA,nn,2015-06-16,NA,NA,NA,NA,NA
RYBAELAMA1_2015-06-16,RYBAELAMA1,NA,nn,2015-06-16,NA,NA,NA,NA,NA
CLARBRYMA1_2015-06-16,CLARBRYMA1,NA,nn,2015-06-16,NA,NA,NA,NA,NA
ONTAHOUDC1_2015-06-16,ONTAHOUDC1,NA,nn,2015-06-16,NA,NA,NA,NA,NA
MCDOELIVA1_2015-06-16,MCDOELIVA1,NA,nn,2015-06-16,NA,NA,NA,NA,NA
BAERMIKPA1_2015-06-16,BAERMIKPA1,NA,nn,2015-06-16,NA,NA,NA,NA,NA
WISSDAMPA1_2015-06-16,WISSDAMPA1,NA,nn,2015-06-16,NA,NA,NA,NA,NA
BRUNKIMPA1_2015-06-16,BRUNKIMPA1,NA,nn,2015-06-16,NA,NA,NA,NA,NA
HOSTMARFL1_2015-06-16,HOSTMARFL1,NA,nn,2015-06-16,NA,NA,NA,NA,NA
DAVICARGA1_2015-06-17,DAVICARGA1,NA,nn,2015-06-17,NA,NA,NA,NA,NA
SINIKRIMA1_2015-06-17,SINIKRIMA1,NA,nn,2015-06-17,NA,NA,NA,NA,NA
LANETARNC1_2015-06-17,LANETARNC1,NA,nn,2015-06-17,NA,NA,NA,NA,NA
DOYLPHIMA1_2015-06-17,DOYLPHIMA1,NA,nn,2015-06-17,NA,NA,NA,NA,NA
WINSEMIGA1_2015-06-17,WINSEMIGA1,NA,nn,2015-06-17,NA,NA,NA,NA,NA
PHILJIMPA1_2015-06-17,PHILJIMPA1,NA,nn,2015-06-17,NA,NA,NA,NA,NA
TATEJUAMD1_2015-06-17,TATEJUAMD1,NA,nn,2015-06-17,NA,NA,NA,NA,NA
RYLAJANGA1_2015-06-18,RYLAJANGA1,NA,nn,2015-06-18,NA,NA,NA,NA,NA
BEALTOMMD1_2015-06-18,BEALTOMMD1,NA,nn,2015-06-18,NA,NA,NA,NA,NA
KOSAMICPA1_2015-06-18,KOSAMICPA1,NA,nn,2015-06-18,NA,NA,NA,NA,NA
ZIMMBOBMA1_2015-06-18,ZIMMBOBMA1,NA,nn,2015-06-18,NA,NA,NA,NA,NA
KNIGSALVA1_2015-06-18,KNIGSALVA1,NA,nn,2015-06-18,NA,NA,NA,NA,NA
BAUGSHEVA1_2015-06-18,BAUGSHEVA1,NA,nn,2015-06-18,NA,NA,NA,NA,NA
KINGDAVMA1_2015-06-18,KINGDAVMA1,NA,nn,2015-06-18,NA,NA,NA,NA,NA
MCGEMANPA1_2015-06-18,MCGEMANPA1,NA,nn,2015-06-18,NA,NA,NA,NA,NA
BARBJERMD1_2015-06-18,BARBJERMD1,NA,nn,2015-06-18,NA,NA,NA,NA,NA
PRITANGGA1_2015-06-18,PRITANGGA1,NA,nn,2015-06-18,NA,NA,NA,NA,NA
SOLOJACPA1_2015-06-18,SOLOJACPA1,NA,nn,2015-06-18,NA,NA,NA,NA,NA
KRATANDFL1_2015-06-18,KRATANDFL1,NA,nn,2015-06-18,NA,NA,NA,NA,NA
DALEELIMD1_2015-06-19,DALEELIMD1,NA,nn,2015-06-19,NA,NA,NA,NA,NA
MILLLORVA1_2015-06-19,MILLLORVA1,NA,nn,2015-06-19,NA,NA,NA,NA,NA
BROWANNMD1_2015-06-19,BROWANNMD1,NA,nn,2015-06-19,NA,NA,NA,NA,NA
MURPELEMA1_2015-06-19,MURPELEMA1,NA,nn,2015-06-19,NA,NA,NA,NA,NA
SPEAMARNC1_2015-06-19,SPEAMARNC1,NA,nn,2015-06-19,NA,NA,NA,NA,NA
CUSHAMYPA1_2015-06-19,CUSHAMYPA1,NA,nn,2015-06-19,NA,NA,NA,NA,NA
BARBJERMD1_2015-06-19,BARBJERMD1,NA,nn,2015-06-19,NA,NA,NA,NA,NA
VASAJODPA1_2015-06-19,VASAJODPA1,NA,nn,2015-06-19,NA,NA,NA,NA,NA
TALEKELGA1_2015-06-19,TALEKELGA1,NA,nn,2015-06-19,NA,NA,NA,NA,NA
FREYFREMD1_2015-06-19,FREYFREMD1,NA,nn,2015-06-19,NA,NA,NA,NA,NA
HASHTAMPA1_2015-06-19,HASHTAMPA1,NA,nn,2015-06-19,NA,NA,NA,NA,NA
CIBUJEAFL1_2015-06-19,CIBUJEAFL1,NA,nn,2015-06-19,NA,NA,NA,NA,NA
GOCHJOAMD1_2015-06-20,GOCHJOAMD1,NA,nn,2015-06-20,NA,NA,NA,NA,NA
PRAIRIDNC1_2015-06-20,PRAIRIDNC1,NA,nn,2015-06-20,NA,NA,NA,NA,NA
MATUKEVMA1_2015-06-20,MATUKEVMA1,NA,nn,2015-06-20,NA,NA,NA,NA,NA
PHARAIMMD1_2015-06-20,PHARAIMMD1,NA,nn,2015-06-20,NA,NA,NA,NA,NA
LANDCELVA1_2015-06-20,LANDCELVA1,NA,nn,2015-06-20,NA,NA,NA,NA,NA
BURNNIKMA1_2015-06-20,BURNNIKMA1,NA,nn,2015-06-20,NA,NA,NA,NA,NA
BILLPAIDC1_2015-06-20,BILLPAIDC1,NA,nn,2015-06-20,NA,NA,NA,NA,NA
PAPICHRPA1_2015-06-20,PAPICHRPA1,NA,nn,2015-06-20,NA,NA,NA,NA,NA
FARRAMYPA1_2015-06-20,FARRAMYPA1,NA,nn,2015-06-20,NA,NA,NA,NA,NA
DOYLJAMFL1_2015-06-20,DOYLJAMFL1,NA,nn,2015-06-20,NA,NA,NA,NA,NA
KALIELINC1_2015-06-21,KALIELINC1,NA,nn,2015-06-21,NA,NA,NA,NA,NA
STUECHRVA2_2015-06-21,STUECHRVA2,NA,nn,2015-06-21,NA,NA,NA,NA,NA
PFENCHIPA1_2015-06-21,PFENCHIPA1,NA,nn,2015-06-21,NA,NA,NA,NA,NA
RALSJIMPA1_2015-06-21,RALSJIMPA1,NA,nn,2015-06-21,NA,NA,NA,NA,NA
NATUAREFL1_2015-06-21,NATUAREFL1,NA,nn,2015-06-21,NA,NA,NA,NA,NA
NEWBCARVA1_2015-06-22,NEWBCARVA1,NA,nn,2015-06-22,NA,NA,NA,NA,NA
KOCHDONPA1_2015-06-22,KOCHDONPA1,NA,nn,2015-06-22,NA,NA,NA,NA,NA
KANEEVANC1_2015-06-22,KANEEVANC1,NA,nn,2015-06-22,NA,NA,NA,NA,NA
BROWANNDC1_2015-06-22,BROWANNDC1,NA,nn,2015-06-22,NA,NA,NA,NA,NA
BOUDLYNMA1_2015-06-22,BOUDLYNMA1,NA,nn,2015-06-22,NA,NA,NA,NA,NA
WILELINMD1_2015-06-22,WILELINMD1,NA,nn,2015-06-22,NA,NA,NA,NA,NA
PERRCHRMD1_2015-06-22,PERRCHRMD1,NA,nn,2015-06-22,NA,NA,NA,NA,NA
HOGAMELGA1_2015-06-22,HOGAMELGA1,NA,nn,2015-06-22,NA,NA,NA,NA,NA
GRANIANFL1_2015-06-22,GRANIANFL1,NA,nn,2015-06-22,NA,NA,NA,NA,NA
MCCOWALFL1_2015-06-22,MCCOWALFL1,NA,nn,2015-06-22,NA,NA,NA,NA,NA
JONEFAIGA1_2015-06-23,JONEFAIGA1,NA,nn,2015-06-23,NA,NA,NA,NA,NA
HOROBONVA1_2015-06-23,HOROBONVA1,NA,nn,2015-06-23,NA,NA,NA,NA,NA
MOORMATPA1_2015-06-23,MOORMATPA1,NA,nn,2015-06-23,NA,NA,NA,NA,NA
MEADRUTNC1_2015-06-23,MEADRUTNC1,NA,nn,2015-06-23,NA,NA,NA,NA,NA
WIRZCARMA1_2015-06-23,WIRZCARMA1,NA,nn,2015-06-23,NA,NA,NA,NA,NA
LAMBJANMA1_2015-06-23,LAMBJANMA1,NA,nn,2015-06-23,NA,NA,NA,NA,NA
LANGANKVA1_2015-06-23,LANGANKVA1,NA,nn,2015-06-23,NA,NA,NA,NA,NA
SKRALOUNC1_2015-06-23,SKRALOUNC1,NA,nn,2015-06-23,NA,NA,NA,NA,NA
CASACORPA1_2015-06-23,CASACORPA1,NA,nn,2015-06-23,NA,NA,NA,NA,NA
WILLTERMD1_2015-06-23,WILLTERMD1,NA,nn,2015-06-23,NA,NA,NA,NA,NA
TATEJUAMD1_2015-06-23,TATEJUAMD1,NA,nn,2015-06-23,NA,NA,NA,NA,NA
LOWRSTEFL1_2015-06-23,LOWRSTEFL1,NA,nn,2015-06-23,NA,NA,NA,NA,NA
LANTTOMGA1_2015-06-24,LANTTOMGA1,NA,nn,2015-06-24,NA,NA,NA,NA,NA
ZARYPEGGA1_2015-06-24,ZARYPEGGA1,NA,nn,2015-06-24,NA,NA,NA,NA,NA
GARDVALMD1_2015-06-24,GARDVALMD1,NA,nn,2015-06-24,NA,NA,NA,NA,NA
KNIGKENNC1_2015-06-24,KNIGKENNC1,NA,nn,2015-06-24,NA,NA,NA,NA,NA
PENNGRANC1_2015-06-24,PENNGRANC1,NA,nn,2015-06-24,NA,NA,NA,NA,NA
CONZBRIMA1_2015-06-24,CONZBRIMA1,NA,nn,2015-06-24,NA,NA,NA,NA,NA
DONOLORDC2_2015-06-24,DONOLORDC2,NA,nn,2015-06-24,NA,NA,NA,NA,NA
TOUCWENMA1_2015-06-24,TOUCWENMA1,NA,nn,2015-06-24,NA,NA,NA,NA,NA
FISHFERVA1_2015-06-24,FISHFERVA1,NA,nn,2015-06-24,NA,NA,NA,NA,NA
ELINEDPA1_2015-06-24,ELINEDPA1,NA,nn,2015-06-24,NA,NA,NA,NA,NA
PADORAMVA1_2015-06-24,PADORAMVA1,NA,nn,2015-06-24,NA,NA,NA,NA,NA
MCCAKEVMD1_2015-06-24,MCCAKEVMD1,NA,nn,2015-06-24,NA,NA,NA,NA,NA
RIGAMARPA1_2015-06-24,RIGAMARPA1,NA,nn,2015-06-24,NA,NA,NA,NA,NA
JOHNJUDPA1_2015-06-24,JOHNJUDPA1,NA,nn,2015-06-24,NA,NA,NA,NA,NA
ROBISCOFL1_2015-06-24,ROBISCOFL1,NA,nn,2015-06-24,NA,NA,NA,NA,NA
DISALINGA1_2015-06-25,DISALINGA1,NA,nn,2015-06-25,NA,NA,NA,NA,NA
LEEDONGA1_2015-06-25,LEEDONGA1,NA,nn,2015-06-25,NA,NA,NA,NA,NA
JEWELIBMD1_2015-06-25,JEWELIBMD1,NA,nn,2015-06-25,NA,NA,NA,NA,NA
WOLFMARNC1_2015-06-25,WOLFMARNC1,NA,nn,2015-06-25,NA,NA,NA,NA,NA
GOMEKARMD1_2015-06-25,GOMEKARMD1,NA,nn,2015-06-25,NA,NA,NA,NA,NA
GRIFRACMA1_2015-06-25,GRIFRACMA1,NA,nn,2015-06-25,NA,NA,NA,NA,NA
WILDANNVA2_2015-06-25,WILDANNVA2,NA,nn,2015-06-25,NA,NA,NA,NA,NA
MALLTANPA1_2015-06-25,MALLTANPA1,NA,nn,2015-06-25,NA,NA,NA,NA,NA
JEFFMARPA1_2015-06-25,JEFFMARPA1,NA,nn,2015-06-25,NA,NA,NA,NA,NA
BEARJUSGA1_2015-06-26,BEARJUSGA1,NA,nn,2015-06-26,NA,NA,NA,NA,NA
PROCSONGA1_2015-06-26,PROCSONGA1,NA,nn,2015-06-26,NA,NA,NA,NA,NA
GAETHEAMD1_2015-06-26,GAETHEAMD1,NA,nn,2015-06-26,NA,NA,NA,NA,NA
CAMPSUSNC1_2015-06-26,CAMPSUSNC1,NA,nn,2015-06-26,NA,NA,NA,NA,NA
BYERHEAPA1_2015-06-26,BYERHEAPA1,NA,nn,2015-06-26,NA,NA,NA,NA,NA
FARYSIMMD1_2015-06-26,FARYSIMMD1,NA,nn,2015-06-26,NA,NA,NA,NA,NA
EGANMARMD1_2015-06-26,EGANMARMD1,NA,nn,2015-06-26,NA,NA,NA,NA,NA
SADLCHRPA1_2015-06-26,SADLCHRPA1,NA,nn,2015-06-26,NA,NA,NA,NA,NA
MEALRYAPA1_2015-06-26,MEALRYAPA1,NA,nn,2015-06-26,NA,NA,NA,NA,NA
MURPMICGA1_2015-06-27,MURPMICGA1,NA,nn,2015-06-27,NA,NA,NA,NA,NA
KEYESUSMD1_2015-06-27,KEYESUSMD1,NA,nn,2015-06-27,NA,NA,NA,NA,NA
SHERALEMA1_2015-06-27,SHERALEMA1,NA,nn,2015-06-27,NA,NA,NA,NA,NA
BALDARTPA1_2015-06-27,BALDARTPA1,NA,nn,2015-06-27,NA,NA,NA,NA,NA
MCCRSARNC1_2015-06-27,MCCRSARNC1,NA,nn,2015-06-27,NA,NA,NA,NA,NA
BRIGKIMMD1_2015-06-28,BRIGKIMMD1,NA,nn,2015-06-28,NA,NA,NA,NA,NA
KEYESUSMD1_2015-06-28,KEYESUSMD1,NA,nn,2015-06-28,NA,NA,NA,NA,NA
YOUNKIMVA1_2015-06-28,YOUNKIMVA1,NA,nn,2015-06-28,NA,NA,NA,NA,NA
CARTJOYGA1_2015-06-28,CARTJOYGA1,NA,nn,2015-06-28,NA,NA,NA,NA,NA
PIACRICPA1_2015-06-28,PIACRICPA1,NA,nn,2015-06-28,NA,NA,NA,NA,NA
POINANNPA1_2015-06-28,POINANNPA1,NA,nn,2015-06-28,NA,NA,NA,NA,NA
SINGDADMD1_2015-06-29,SINGDADMD1,NA,nn,2015-06-29,NA,NA,NA,NA,NA
ARNDKARPA1_2015-06-29,ARNDKARPA1,NA,nn,2015-06-29,NA,NA,NA,NA,NA
